ev_bin,la_bin,dir_bin,xBA
60,75,-15,0.0
40,-25,-40,0.0
49,-46,-45,0.0
72,7,-40,0.0
68,-55,15,0.0
93,-32,10,0.0
84,70,-65,0.0
58,27,15,0.0
78,-61,-85,0.0
66,67,45,0.0
70,62,5,0.0
83,-66,-50,0.0
70,68,25,0.0
82,-34,-40,0.5
88,-24,-5,0.5
50,72,-10,0.0
53,11,10,0.0
49,-27,-50,0.0
44,-28,-180,0.0
63,-40,15,0.0
38,-33,5,0.0
82,31,0,0.16666666666666666
69,30,25,1.0
49,-50,-120,0.0
31,-12,-35,1.0
67,24,0,1.0
67,33,-40,1.0
64,70,-10,0.0
107,-11,20,1.0
73,-23,50,0.0
84,-9,15,0.0
61,20,-5,0.0
66,-18,20,0.0
48,16,35,0.0
103,-20,-15,0.0
36,-57,15,0.0
53,-85,-110,0.0
42,-5,-45,0.0
74,76,80,0.0
107,0,-40,0.0
49,-29,25,1.0
55,-34,-10,0.0
36,-66,-70,1.0
14,-61,-135,0.0
34,-64,65,0.0
84,65,-20,0.0
59,-54,-25,0.0
45,-34,65,0.0
66,75,30,0.0
69,-51,45,1.0
72,-23,10,1.0
46,-52,-125,0.0
71,-80,-95,0.0
66,26,-10,1.0
76,0,-50,0.0
67,-46,20,0.0
111,-59,50,0.0
77,78,-20,1.0
61,-19,-35,0.0
33,-43,-60,0.0
62,68,-10,0.0
113,-9,-30,1.0
73,53,-40,0.0
85,-32,-25,0.0
71,-22,-10,0.0
75,-8,5,0.5
41,-10,-15,0.0
63,-38,-5,0.0
97,-23,0,0.0
73,-50,-45,0.0
91,0,40,1.0
102,41,-10,0.0
96,-38,-5,1.0
89,-57,5,0.0
47,9,-5,1.0
116,2,20,1.0
96,-11,-45,0.6666666666666666
83,-35,10,0.0
113,-23,30,1.0
82,-12,25,0.0
68,12,30,0.0
110,-6,-10,1.0
72,63,-35,0.0
110,-5,-35,1.0
40,-44,50,1.0
54,32,-35,1.0
54,-64,-45,0.0
106,36,-5,1.0
77,-33,-40,0.0
101,-54,20,1.0
77,-38,-35,0.0
69,-58,-20,0.0
85,-68,-90,0.0
65,-36,-35,0.3333333333333333
116,23,-25,1.0
116,-61,-85,0.0
114,-3,0,0.0
50,-4,-5,0.0
67,28,25,1.0
46,-54,-165,0.0
98,4,-45,1.0
73,41,10,0.0
65,-52,-65,0.0
71,-36,-55,0.0
43,23,0,0.5
55,9,-20,0.0
75,-74,-85,0.0
69,-40,55,0.0
46,-71,20,0.0
58,-23,-165,0.0
92,-29,-15,0.0
69,71,35,0.0
43,46,20,0.0
60,-42,-25,0.0
28,-12,-30,0.0
87,-31,-30,0.0
42,-79,-155,1.0
78,-19,25,0.0
69,-56,40,0.0
36,-32,55,0.0
57,-43,0,1.0
51,-67,-25,1.0
82,-1,10,0.0
64,-36,175,0.0
39,-62,-55,0.0
63,20,-15,1.0
96,66,-15,0.0
73,17,-5,0.8333333333333334
67,-41,20,0.0
86,-28,25,0.0
72,61,-25,0.0
59,-5,10,1.0
90,-30,-60,0.0
41,-53,-55,0.0
111,7,10,1.0
112,-6,25,1.0
61,-87,80,0.0
28,-47,-15,0.0
107,-11,5,1.0
66,-81,-140,1.0
98,-34,30,1.0
66,-30,-25,0.5
44,-66,-15,0.5
54,-32,-15,0.0
85,77,-5,0.0
84,72,30,0.0
58,18,-35,0.0
65,-32,10,1.0
62,71,15,0.0
53,-50,-65,0.0
75,-23,15,0.0
47,-43,150,0.0
67,-20,-20,0.0
66,10,-45,1.0
55,19,25,1.0
73,-85,-55,0.0
100,55,-25,0.0
89,-37,-25,0.0
82,-54,-20,0.0
101,53,-20,0.0
64,82,-10,0.0
62,-38,65,0.0
57,55,-45,0.0
65,-17,-40,0.0
57,61,40,0.0
63,-76,-60,0.0
24,-1,35,0.5
34,-26,-25,0.0
30,-47,-175,0.0
60,19,20,0.0
80,-23,-55,0.0
74,15,15,1.0
78,64,45,0.0
76,-49,-30,0.0
82,68,30,0.0
60,46,20,0.0
83,65,-45,0.0
95,-51,-70,0.0
67,-63,-45,0.0
60,52,20,0.0
62,52,15,0.0
62,-82,40,0.0
44,-71,-60,1.0
24,33,-15,0.0
39,-35,-170,0.0
57,35,-30,1.0
41,-48,-25,0.0
49,-73,-170,0.0
57,9,30,0.0
51,-56,-85,0.0
103,20,25,1.0
29,-3,25,1.0
82,74,-25,0.0
110,8,10,0.6666666666666666
71,67,5,0.0
68,3,10,0.25
21,44,-5,0.0
70,18,-10,0.6
48,-7,35,0.0
24,-38,35,0.0
50,-10,-50,0.0
59,-18,30,0.0
69,27,15,0.5
74,59,-20,0.0
61,-30,-10,0.0
59,-58,-145,0.0
70,69,60,0.0
83,-45,40,0.0
45,-65,-130,1.0
21,37,25,0.0
47,-16,-25,0.0
53,27,-5,0.0
65,-74,60,0.0
48,-60,-25,0.0
59,-67,-90,0.0
74,55,20,0.0
94,-41,-50,0.0
50,-36,-55,0.5
49,-33,25,0.0
73,-52,-65,0.0
87,56,-30,0.0
93,55,-40,0.5
85,-27,25,0.5
89,-24,10,0.0
87,-38,-55,0.0
70,-14,-20,0.3333333333333333
51,72,-65,0.0
50,-5,5,0.0
85,-2,5,0.0
75,-52,-40,0.0
45,17,30,0.0
93,-46,-45,0.0
50,-49,-100,0.0
52,-71,-75,1.0
76,-60,-20,0.0
48,-72,90,1.0
63,-66,-145,0.0
47,-61,-65,0.0
71,-41,0,0.0
106,27,5,1.0
87,8,20,0.8333333333333334
54,-42,-105,0.0
92,5,35,0.75
69,41,20,0.75
58,-80,-125,0.0
39,-48,85,1.0
91,60,30,0.0
18,6,30,1.0
98,-69,-5,0.0
61,-26,-25,0.0
70,-75,-135,0.0
70,26,0,0.0
68,8,0,0.0
73,-52,-80,0.0
79,-47,15,0.0
43,-56,25,1.0
71,-48,-60,0.0
27,-23,-35,1.0
27,-7,-20,0.0
81,-61,-65,0.0
60,28,25,1.0
47,81,120,0.0
54,14,20,0.0
72,22,25,1.0
80,-23,40,0.0
79,-57,-70,0.0
75,-28,15,1.0
58,-40,60,0.0
89,-22,-60,0.0
76,-68,-85,0.0
27,-58,20,0.0
73,37,-15,0.3333333333333333
46,-64,-10,0.0
90,-43,15,0.5
57,-44,40,0.0
61,27,30,1.0
93,71,-10,0.0
68,15,0,0.0
52,-17,-50,0.0
64,-15,-70,1.0
4,-5,75,0.0
30,11,-30,0.0
30,-30,-80,0.0
53,-16,-40,0.0
39,-3,0,0.0
16,10,25,0.0
23,22,-10,0.0
68,-71,170,0.0
56,22,0,0.0
64,8,5,0.0
80,55,-35,0.0
68,22,-35,1.0
73,74,-10,0.0
57,-73,-65,0.0
67,58,0,0.0
51,-63,-5,0.0
49,-41,-15,0.0
91,-14,20,0.0
98,57,-40,0.0
45,69,15,0.0
66,69,-20,0.0
80,69,-5,0.0
69,-45,-15,0.3333333333333333
52,17,-20,0.0
30,-1,-30,0.0
102,2,25,1.0
75,-81,-80,1.0
84,-7,25,0.5
59,5,-5,0.5
90,-31,-30,0.0
73,-50,0,0.0
47,-29,15,0.0
55,-26,30,0.0
83,-39,55,0.0
58,-55,65,0.0
65,-64,-15,0.0
101,-57,-45,0.0
24,-14,-30,1.0
59,31,25,1.0
68,-64,-50,0.0
28,15,-15,0.0
94,7,35,1.0
70,-56,-70,0.0
64,-72,35,0.0
98,57,-35,0.0
55,60,-10,0.0
61,83,115,0.0
68,69,-5,0.0
30,54,25,0.0
102,54,-40,0.0
56,18,-25,0.0
29,0,35,0.0
66,47,-10,0.0
52,66,35,0.0
62,-27,30,0.0
65,58,-30,0.0
89,64,-35,0.0
63,11,5,0.0
60,-51,-30,0.0
32,-47,-115,0.0
25,-38,-155,0.0
63,-44,-5,0.0
82,27,-40,1.0
83,-29,-45,1.0
66,63,45,0.0
44,-70,0,0.0
70,-66,-5,1.0
73,35,-25,0.0
80,-59,-50,0.0
65,-33,-45,0.0
49,65,15,0.0
30,36,-30,0.5
24,40,-30,1.0
46,27,35,0.0
65,-48,50,1.0
73,81,75,0.0
69,-40,-25,0.0
62,-50,15,0.0
46,-3,20,1.0
66,-8,10,0.0
57,-66,5,0.0
86,75,10,0.0
59,0,5,0.0
128,-32,-60,0.0
71,-55,-80,0.0
81,-39,-65,0.0
67,10,-20,0.0
64,-14,40,0.0
49,9,0,0.0
30,43,0,1.0
49,-53,45,0.0
91,79,-50,0.0
69,48,35,0.0
63,74,-45,0.0
74,60,40,0.0
57,63,20,0.0
85,3,-45,1.0
52,-42,60,0.0
100,-15,5,0.0
73,-7,-25,0.0
61,1,-25,0.0
30,-31,-75,0.0
56,-55,-40,0.0
26,40,-10,0.0
78,-23,-15,0.0
72,55,-35,0.0
65,78,10,0.0
53,27,25,1.0
67,24,15,1.0
60,14,25,0.0
79,38,-15,0.0
75,53,20,0.0
80,-57,-75,0.0
39,-14,-25,1.0
60,-59,-35,1.0
109,-26,-55,1.0
43,-27,-65,0.0
60,69,30,0.0
94,-5,35,0.6666666666666666
91,-53,140,0.0
58,-1,-25,0.0
72,-11,5,0.0
47,45,0,0.0
97,62,-5,0.0
90,-47,75,0.0
110,36,-15,0.0
77,-30,-25,0.0
46,46,55,0.0
96,-34,-10,1.0
65,-11,-5,0.0
90,-4,-65,0.0
91,72,-10,0.0
29,-13,25,0.0
55,50,-15,0.0
76,-59,-105,0.0
83,30,20,0.0
81,65,-15,0.0
72,52,25,0.0
56,54,0,0.0
57,-72,10,0.0
62,36,25,1.0
42,46,-5,1.0
30,-27,30,1.0
104,-2,20,1.0
24,-75,-135,0.0
69,-41,-10,0.0
66,68,-5,0.0
59,-27,-35,0.0
50,40,-15,0.0
72,32,30,0.0
74,-6,-35,0.3333333333333333
60,-70,-65,0.0
95,50,-40,1.0
65,21,-10,1.0
75,-72,40,0.0
67,48,40,0.0
79,-66,75,0.0
58,14,10,0.0
79,43,-40,0.0
113,13,5,1.0
64,-9,-45,0.0
48,-48,-40,0.0
47,50,-25,0.0
56,-57,-55,0.0
72,53,0,0.0
75,-48,10,0.0
95,65,-15,0.0
49,0,20,0.0
103,-27,35,0.0
78,76,15,0.0
69,-46,-165,0.0
57,-37,30,0.0
89,68,0,0.0
28,-53,15,0.0
94,-35,-20,0.0
92,-55,-30,0.0
87,-87,-130,0.0
78,-66,-70,0.0
58,10,10,0.0
87,71,-20,0.0
80,60,-30,0.0
74,-45,-5,0.0
59,-25,5,0.0
72,36,5,0.0
113,8,-40,0.0
94,64,-20,0.0
70,-43,10,0.0
110,23,-15,0.75
55,-62,-40,0.0
60,-82,-170,0.0
50,-20,35,0.0
78,-47,10,0.0
102,14,25,0.5
44,-49,-5,0.0
60,72,30,0.0
54,46,30,0.0
73,83,-90,0.0
115,-12,-35,1.0
103,-13,-45,0.0
98,4,40,1.0
92,-40,20,0.0
91,66,-40,0.0
44,24,35,0.0
44,-49,-10,0.0
56,-50,-30,0.6666666666666666
60,64,-35,0.0
25,26,35,0.0
78,-53,25,0.0
102,-20,-20,0.0
75,-26,-60,0.0
67,36,30,0.5
47,-8,-35,0.0
28,11,15,0.0
56,21,35,0.0
83,5,30,0.0
69,-73,-15,0.0
56,-78,-35,0.0
78,87,-115,0.0
41,-39,-25,0.0
48,-14,-40,0.0
53,-44,20,0.0
67,-78,-65,1.0
90,66,25,0.0
53,-6,-40,0.0
32,-23,30,1.0
28,-30,40,0.0
65,-40,-35,0.0
75,-69,-75,0.0
33,-56,-65,0.0
104,16,30,1.0
80,-1,35,1.0
56,27,-25,0.0
71,-35,55,0.0
55,-1,0,0.0
69,19,-10,0.6666666666666666
55,-38,-35,0.0
82,-10,-50,0.5
79,74,-15,0.0
87,62,35,0.0
66,-59,-60,0.0
74,35,0,0.5
72,-61,-105,0.0
58,-16,30,1.0
72,-30,-45,0.0
71,-55,-85,0.0
93,-33,-20,0.0
70,-51,-85,0.0
51,-75,-90,0.0
113,15,-5,0.5
70,53,30,0.0
50,4,-5,0.0
64,-17,-10,1.0
67,77,60,0.0
66,-10,-10,0.0
62,57,40,0.0
65,-7,20,0.3333333333333333
93,70,10,0.0
48,-68,-125,0.0
70,-80,30,0.0
53,-29,20,0.0
92,67,-55,0.0
79,-68,140,1.0
70,4,-5,0.3333333333333333
66,15,20,1.0
95,-17,25,1.0
51,34,-15,0.0
95,-26,-10,0.0
83,-69,45,0.0
102,-42,30,0.0
78,79,35,0.0
53,4,0,0.0
76,-52,-40,0.0
43,23,15,0.0
97,-27,-20,0.0
16,-59,-115,1.0
93,64,5,0.0
97,54,10,0.0
103,-24,0,1.0
77,-56,-60,0.0
43,-13,35,0.0
57,-5,-40,0.0
78,60,-20,0.0
45,-38,60,0.0
57,-43,-20,0.0
50,-46,0,0.0
61,-3,35,0.0
51,-6,35,0.0
71,49,15,0.0
65,82,85,0.0
57,15,10,0.0
101,-28,-55,1.0
56,4,5,0.0
50,-25,-55,0.0
100,-15,30,0.0
88,-51,-30,0.0
92,-41,45,1.0
68,46,10,0.0
45,45,25,0.0
56,-33,-10,0.0
62,66,30,0.0
95,69,-10,0.0
41,-36,80,0.0
70,-53,-10,0.0
60,16,30,0.0
58,-28,-10,0.0
61,65,60,0.0
109,35,-25,1.0
81,-28,0,0.0
74,-52,-65,1.0
76,-75,100,0.0
70,51,-20,0.0
100,51,10,0.0
66,-49,-70,0.0
58,-19,-40,0.0
83,-21,0,1.0
57,-62,10,0.0
57,-34,-30,0.0
67,-56,65,0.0
98,63,-20,0.0
54,-57,-75,0.0
66,-59,-45,0.0
55,-8,40,1.0
56,-12,10,0.0
49,-6,-5,0.0
74,71,-20,0.0
30,-65,-120,0.0
55,-61,170,1.0
83,-5,10,0.0
65,0,-5,0.0
59,43,20,0.0
50,-55,-90,0.0
76,-40,45,0.0
26,-64,-40,0.0
38,62,15,0.0
62,76,5,0.0
54,-13,-15,0.0
45,-57,5,0.0
72,-7,35,0.0
53,-15,10,0.0
71,-52,-45,0.0
59,-77,-85,0.0
85,23,-25,0.0
60,-33,-35,0.0
77,-44,-20,0.0
74,33,15,0.0
84,-42,-15,0.3333333333333333
73,-54,-5,1.0
90,45,-40,0.0
48,-60,10,0.0
74,-18,20,0.0
62,-60,-85,0.0
41,18,-25,0.0
78,-36,-20,0.0
22,6,25,1.0
87,53,30,0.0
82,-32,-10,0.0
86,71,35,0.0
63,-32,-40,0.0
66,25,-15,1.0
54,15,-5,0.0
66,-6,20,0.0
69,47,15,1.0
55,-65,45,0.0
60,67,40,0.0
27,35,5,0.0
84,-13,40,0.0
81,-40,-60,0.0
85,74,-40,0.0
81,-27,40,0.0
74,-30,-25,0.5
70,-52,-70,0.0
53,-54,70,0.0
79,-81,-95,0.0
61,-1,25,0.0
121,-42,-50,0.0
64,-41,-30,0.0
90,3,40,1.0
108,-10,10,0.0
60,-31,-5,0.0
50,-13,5,0.0
49,54,25,0.0
68,17,-10,0.0
58,15,5,0.0
84,72,0,0.0
68,-29,0,0.0
58,-66,-70,0.0
36,-34,-10,0.0
21,-45,15,0.0
55,-28,-155,0.0
58,69,65,0.0
93,-17,-50,0.5
94,-30,-40,1.0
80,11,35,0.5
59,-5,40,0.0
72,28,-10,1.0
90,69,0,0.25
76,-49,-55,0.3333333333333333
86,-23,35,0.0
48,7,-5,1.0
78,56,-10,0.0
50,34,-10,1.0
93,-27,-15,0.0
44,-23,-170,0.0
85,66,-30,0.0
37,-60,10,1.0
62,27,-25,1.0
68,59,-25,0.0
72,-12,-55,0.5
63,2,25,0.0
41,52,-40,0.0
70,-18,35,0.0
58,31,20,1.0
68,-27,-5,0.5
69,-81,-5,0.0
106,33,0,0.0
79,-43,-10,0.0
86,-14,-55,0.5
55,-5,0,0.0
65,48,25,0.0
102,-6,30,0.3333333333333333
31,6,-25,0.5
83,-41,-25,1.0
73,-38,-35,0.0
73,62,30,0.0
46,-52,10,0.5
23,-16,50,1.0
21,2,15,0.0
30,-17,-35,0.5
110,23,-35,1.0
65,-48,-20,0.0
43,-48,10,0.0
68,60,-50,0.0
82,72,-35,0.0
69,4,20,0.0
40,-48,105,0.0
82,-38,-25,0.0
79,-12,25,0.5
59,-60,30,0.0
92,71,-5,0.0
89,-18,35,0.0
65,-3,-20,0.0
112,30,5,1.0
100,19,35,1.0
115,5,-25,1.0
75,56,-20,0.0
72,-48,5,0.0
71,-56,-50,0.0
77,-56,35,0.0
61,-37,-35,0.0
74,18,-10,1.0
114,21,-20,1.0
55,-63,-60,1.0
60,-65,-65,0.0
87,-59,-65,0.0
84,-30,-10,0.3333333333333333
59,81,-55,0.0
60,30,-30,1.0
57,-80,100,0.0
43,-43,-30,0.0
80,-25,-60,0.0
90,62,25,0.0
63,-26,-45,0.0
79,-60,50,0.0
23,15,5,0.0
69,67,5,0.0
59,-24,-55,0.0
66,-77,-70,1.0
91,-43,-45,0.0
105,-19,25,0.0
34,-8,-135,0.0
111,-2,-5,1.0
61,-70,40,0.0
77,-54,-60,0.0
56,-13,25,0.0
52,-50,-15,0.0
99,55,5,0.0
80,79,45,0.0
82,64,0,0.0
65,-41,40,0.0
63,1,-20,0.0
24,33,10,1.0
70,23,20,1.0
110,11,5,1.0
89,73,-20,0.0
68,-41,-45,0.0
73,86,160,0.0
53,-29,-25,0.0
42,-49,-100,0.0
34,-32,35,1.0
106,-12,25,1.0
44,-65,-5,1.0
60,-17,15,0.0
91,56,-25,0.0
50,-60,-90,0.0
35,-24,30,1.0
60,-74,-90,1.0
49,-42,-15,0.0
53,-47,-70,0.0
54,-67,60,0.0
95,-52,30,0.0
58,-24,-30,0.0
64,-26,45,0.0
86,76,15,0.0
27,12,-35,0.0
73,73,40,0.0
62,23,-20,0.0
63,37,-10,1.0
75,54,-25,0.0
82,-77,60,1.0
66,8,-35,0.0
55,-30,-55,1.0
60,-79,-35,1.0
83,69,30,0.0
70,20,35,1.0
62,-74,-50,0.0
55,-24,0,0.0
65,9,-35,0.0
31,60,5,0.0
63,15,0,1.0
50,-69,140,0.0
56,-73,-140,1.0
65,0,-30,0.6666666666666666
60,-22,5,0.0
69,-9,15,0.0
75,44,5,0.0
64,55,0,0.0
84,-46,-70,0.0
15,-3,-35,0.0
48,30,35,1.0
43,-49,-160,0.0
40,-19,-40,0.0
48,79,10,0.0
91,-5,-75,0.0
72,36,-30,0.0
65,31,-15,1.0
52,-9,-15,0.0
69,75,15,0.0
84,-35,45,0.0
84,-56,30,0.0
95,47,20,0.0
79,-3,0,0.0
78,39,30,0.0
99,61,-20,0.0
87,80,15,0.0
83,42,25,0.0
56,-4,-15,0.0
73,-84,130,0.0
67,-10,-30,0.0
26,39,25,1.0
87,-9,30,1.0
32,-84,-5,0.0
62,-24,20,0.5
68,17,30,1.0
79,83,-30,0.0
64,-49,5,0.0
69,-79,-50,1.0
38,-66,55,1.0
86,-7,40,0.0
97,57,15,0.0
70,-48,-20,0.0
62,4,-30,0.0
72,-83,-160,0.0
98,-28,20,0.5
73,9,-5,1.0
83,74,-40,0.0
86,53,-35,0.0
109,30,5,0.5
69,-75,-70,0.5
93,71,40,0.0
34,-44,35,1.0
90,-50,-25,0.0
64,-1,-35,0.0
60,-17,-10,0.0
61,-46,-70,0.0
67,-20,0,0.25
58,-38,-55,0.0
70,-24,25,0.5
61,-60,40,0.0
66,4,10,0.0
60,-14,-35,0.0
91,-54,-160,0.0
78,-15,20,0.0
40,-57,-95,0.0
65,74,-15,0.0
41,-14,15,1.0
60,15,-30,0.3333333333333333
74,-65,5,0.0
88,69,-45,0.0
75,78,0,0.0
52,-35,-35,0.0
65,47,-70,0.0
98,19,25,0.3333333333333333
70,72,15,0.0
25,-1,25,1.0
81,-42,-30,0.0
95,50,-30,0.0
49,-68,-85,0.5
10,-4,-65,1.0
50,-52,-65,1.0
60,-15,30,0.0
85,74,0,0.0
66,-36,-20,0.0
51,-18,25,0.0
52,-38,-160,1.0
61,66,15,0.0
68,-17,35,0.0
81,-23,25,1.0
46,-45,90,0.0
81,54,0,0.0
61,44,20,0.0
64,-41,170,0.0
60,-18,-50,0.0
35,-80,-20,0.0
66,-74,-85,0.0
23,-72,-65,0.0
76,-6,0,0.0
45,-22,-50,0.0
60,-52,5,0.0
51,-44,-60,0.0
48,-22,45,0.0
48,-6,-5,0.0
82,-39,-30,0.0
111,70,10,0.0
70,21,-40,1.0
47,-11,-40,0.0
61,-1,5,0.0
28,-39,-170,1.0
60,-37,-5,0.0
100,49,-35,0.0
84,70,25,0.0
53,-26,-15,0.0
29,-32,-35,0.0
80,-13,-50,0.0
71,-3,5,0.0
57,-29,-25,0.0
43,62,-30,0.0
70,58,-10,0.0
64,0,35,0.0
23,-58,-40,0.0
110,28,-35,1.0
44,-28,30,0.0
31,-36,-75,0.0
39,-31,50,0.0
112,27,-15,1.0
79,24,-40,1.0
114,24,-20,1.0
113,17,-25,0.0
76,43,10,0.0
96,68,5,0.0
77,63,-5,0.0
60,-57,35,0.0
86,56,-25,0.0
62,-60,-80,0.0
77,56,-10,0.0
52,-5,-65,0.0
82,81,-20,0.0
91,54,30,0.0
68,76,-25,0.0
72,51,10,0.0
74,15,-5,1.0
34,-61,10,0.0
61,-53,25,1.0
40,-21,-40,1.0
42,-30,-40,0.0
51,-20,-10,0.0
46,42,20,0.0
21,-44,-40,0.0
30,21,-25,0.0
25,-34,35,0.0
55,-7,20,1.0
21,-20,-35,0.0
23,-1,-25,0.0
58,-62,-35,0.0
48,-53,-50,0.0
54,-14,-35,0.0
29,-42,-155,0.0
56,18,0,0.0
45,-30,-55,0.0
62,-14,-40,0.0
80,68,-10,0.0
78,-59,-55,0.0
76,-37,45,0.0
38,62,10,0.0
61,-23,0,0.0
62,19,30,0.0
96,37,-40,0.0
30,-42,-55,0.0
70,-17,-30,0.0
53,-76,55,0.0
54,-35,55,0.0
101,45,-40,0.0
62,25,-10,0.0
81,11,20,1.0
57,29,-5,0.0
58,0,-30,0.0
26,19,-40,0.0
89,-21,5,0.0
86,-16,35,0.0
79,50,-15,0.0
71,17,10,1.0
94,-23,10,0.0
49,-21,-50,0.0
32,17,35,0.0
42,-62,10,0.0
76,-48,-60,0.0
52,48,-15,0.0
95,-58,-50,0.0
79,39,-30,0.0
42,-58,-35,1.0
86,-34,10,0.0
44,-71,-175,1.0
50,-33,-5,0.0
75,-69,-65,0.0
50,-69,-100,1.0
50,-54,-20,0.0
31,-24,-40,0.0
43,-48,115,0.0
37,-75,10,0.0
40,-57,35,0.0
79,36,-30,0.0
27,-10,-30,0.0
52,-1,-20,0.0
54,-47,10,1.0
24,-6,30,0.0
51,26,-20,0.0
56,-60,95,0.0
79,-75,-5,0.0
72,-48,-100,0.0
102,-42,35,0.0
29,39,40,0.0
84,-63,-60,0.0
29,32,20,0.0
88,53,-20,0.0
97,62,20,0.0
52,-25,-10,0.0
63,28,-15,0.0
77,13,165,1.0
56,-42,-15,0.0
84,-28,-35,0.2
61,36,0,0.0
41,14,25,1.0
65,28,-30,1.0
75,69,-30,0.0
22,3,0,0.0
63,-37,-35,1.0
26,4,20,0.0
46,-1,15,0.0
34,-22,-25,1.0
28,-50,0,0.0
34,-14,40,0.0
68,-73,-5,1.0
68,32,-5,1.0
68,-18,-5,0.5
60,-9,30,0.0
51,34,15,0.0
55,-74,-80,0.0
41,60,20,0.0
27,-42,10,0.0
99,-18,30,1.0
71,-17,10,0.0
60,-23,-25,0.0
73,-10,25,0.0
86,-16,-5,0.2857142857142857
92,-15,20,0.5
96,-18,35,0.0
100,-21,0,0.0
87,-65,-50,0.0
79,-40,-20,0.0
63,-30,-40,0.5
61,-59,-40,0.0
97,61,-10,0.0
76,-46,-20,0.0
52,1,35,0.0
80,83,-5,0.0
79,79,60,0.0
77,-18,35,0.0
77,-58,20,0.0
68,32,30,1.0
34,-45,20,0.0
67,-13,-10,0.0
53,-19,40,0.0
34,12,35,1.0
54,-78,40,0.0
55,-75,25,0.0
71,75,5,0.0
106,31,10,1.0
66,27,25,1.0
19,-12,-25,0.0
89,-25,5,0.0
34,-31,40,1.0
57,-56,-70,0.0
99,0,25,0.3333333333333333
56,-42,25,0.0
28,-23,-30,0.0
39,-82,110,1.0
99,-18,5,0.0
89,48,-20,0.0
51,-70,-75,0.0
79,-31,10,0.0
106,47,-35,1.0
30,-21,-15,0.0
55,-30,50,0.0
66,-41,30,0.0
110,-4,-20,0.0
68,-47,-10,0.0
97,45,15,0.0
108,-3,-40,0.0
66,-50,-65,0.0
52,-45,-25,0.0
74,69,-10,0.0
72,70,-40,0.0
108,21,10,0.5
9,-35,90,0.0
61,36,15,1.0
107,34,0,0.0
64,-23,-20,0.0
44,10,-35,0.0
72,39,-35,0.5
59,35,-10,0.0
112,38,-35,1.0
77,-53,-45,0.0
69,-42,-65,0.3333333333333333
67,62,10,0.0
98,26,-40,1.0
76,-12,-60,0.0
85,18,35,1.0
45,-12,35,0.0
73,81,-5,0.0
53,-74,-75,0.0
67,-10,20,0.0
73,-54,-55,0.0
86,-50,-55,0.0
86,-27,-50,0.25
61,22,-25,0.0
39,-56,85,0.0
91,-3,25,0.25
24,6,-35,0.0
34,-44,-55,0.0
70,71,25,0.0
77,-57,70,1.0
54,25,15,0.0
105,44,-35,1.0
49,-81,-150,0.0
68,-33,15,0.0
52,-64,-135,0.0
67,-60,-60,1.0
52,-28,-165,0.0
63,71,-10,0.0
45,-11,-25,0.0
71,-19,0,0.3333333333333333
54,12,-20,0.0
51,1,5,0.0
78,-16,-50,0.0
70,-15,-5,0.0
41,-39,50,0.0
84,-43,-75,0.0
19,-63,135,0.0
74,36,-20,0.0
54,-27,15,0.0
79,-76,-20,0.0
88,-43,-35,0.0
74,-40,-60,0.0
61,-66,-125,0.0
30,-72,70,0.0
52,-75,-100,0.0
70,-37,-55,0.0
67,64,10,0.0
53,-73,-55,0.0
59,9,30,0.0
58,24,5,1.0
51,-25,-50,0.0
48,-16,-25,0.0
80,-34,-25,0.0
57,-65,5,1.0
64,69,-60,0.0
59,-75,-75,1.0
83,81,-35,0.0
62,55,5,0.0
61,85,125,0.0
87,66,-30,0.0
62,-4,5,0.0
95,-14,35,0.0
62,-57,-65,0.0
12,-3,20,0.0
72,-35,40,0.0
67,-63,-5,0.0
101,-14,35,0.0
72,-31,-5,0.0
71,-45,-20,0.0
35,-32,20,0.0
60,-79,-55,1.0
70,30,-25,0.0
55,-77,-45,1.0
68,41,-20,0.0
55,-80,-95,0.0
109,32,-25,1.0
85,-26,-35,0.0
35,-32,40,0.0
64,38,-10,0.0
101,-21,-45,0.0
61,-43,-105,0.0
42,-79,-30,1.0
52,-15,40,0.0
68,21,-10,1.0
73,9,5,0.0
63,-30,-50,0.0
48,-16,45,0.0
71,73,-25,0.0
69,76,-25,0.0
84,-68,60,0.0
67,-40,170,0.0
92,-19,10,0.0
58,50,10,0.0
65,0,-15,0.0
76,-10,-10,0.3333333333333333
72,-40,-65,0.0
62,-55,-65,0.5
36,25,30,0.0
73,56,-25,0.0
111,15,15,1.0
106,-24,0,1.0
73,-47,-25,0.5
87,-36,-35,0.0
108,14,15,0.5
49,-40,40,0.0
87,-31,-25,0.0
94,-52,45,0.0
51,23,5,0.5
97,-15,-40,1.0
109,-64,-90,0.0
74,78,-10,0.0
105,31,10,1.0
98,-23,-45,1.0
53,43,-5,0.0
98,67,-50,0.0
85,-41,-50,0.0
73,-66,-35,1.0
79,0,-40,0.0
92,-31,-10,1.0
95,64,25,0.0
52,51,-45,0.0
58,39,-30,1.0
130,-39,55,1.0
46,-65,-55,0.0
36,-78,-65,0.0
28,-53,-20,1.0
73,-66,50,0.0
63,41,-25,0.0
64,-58,-35,0.0
83,72,-5,0.0
76,70,25,0.0
65,-11,-15,0.0
64,31,-30,1.0
74,-20,15,0.0
82,16,10,1.0
91,-4,20,0.5
39,-73,-135,0.0
72,-68,-145,1.0
88,54,-35,0.0
92,77,10,0.0
65,59,40,0.0
